"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2337","TC001 login","chromium","2026-07-02","passed","2026-07-02","","TC001.spec.ts","",""
